,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1230,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,ASV_1230,NA
ASV_1272,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,ASV_1272,NA
ASV_1415,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,ASV_1415,NA
ASV_2044,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,ASV_2044,NA
ASV_540,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,ASV_540,ASV_540,NA
ASV_689,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,ASV_689,ASV_689,NA
ASV_860,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,ASV_860,ASV_860,NA
ASV_1004,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,ASV_1004,ASV_1004,NA
ASV_1121,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,ASV_1121,ASV_1121,NA
ASV_1306,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,ASV_1306,ASV_1306,NA
ASV_1636,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,ASV_1636,ASV_1636,NA
ASV_1924,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,ASV_1924,ASV_1924,NA
ASV_2008,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,ASV_2008,ASV_2008,NA
ASV_1209,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,NA
ASV_1617,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,staleyi
ASV_381,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA
ASV_2093,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudochrobactrum,NA
ASV_363,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA
ASV_1695,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
ASV_1988,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,NA
ASV_1633,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,ASV_1633,ASV_1633,NA
ASV_1884,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,ASV_1884,ASV_1884,NA
ASV_339,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,ASV_339,NA
ASV_426,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,ASV_426,NA
ASV_1088,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,ASV_1088,NA
ASV_1327,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,ASV_1327,NA
ASV_1456,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,ASV_1456,NA
ASV_1760,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,ASV_1760,NA
ASV_1901,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,ASV_1901,NA
ASV_1930,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,ASV_1930,NA
ASV_1950,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,ASV_1950,NA
ASV_1997,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,ASV_1997,NA
ASV_2063,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,ASV_2063,NA
ASV_651,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV_208,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,NA
ASV_440,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,NA
ASV_1837,Bacteria,Proteobacteria,Alphaproteobacteria,ASV_1837,ASV_1837,ASV_1837,NA
ASV_2162,Bacteria,Proteobacteria,Alphaproteobacteria,ASV_2162,ASV_2162,ASV_2162,NA
ASV_1722,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,NA
ASV_178,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,NA
ASV_229,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,NA
ASV_1067,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,NA
ASV_1147,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASV_14,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,mirabilis
ASV_96,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_158,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_673,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_691,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_992,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_1003,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_1106,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_1673,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,NA
ASV_164,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,NA
ASV_284,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
ASV_652,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
ASV_1136,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
ASV_1356,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
ASV_2199,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
ASV_438,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA
ASV_221,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA
ASV_2284,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,ASV_2284,NA
ASV_1305,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,NA
ASV_528,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Alysiella,NA
ASV_753,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Alysiella,NA
ASV_1223,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Alysiella,NA
ASV_1858,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Alysiella,NA
ASV_2094,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Alysiella,NA
ASV_2292,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Bergeriella,NA
ASV_218,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_392,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_476,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_497,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_530,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_879,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_1016,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_1040,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_1367,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_1400,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_1719,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_1755,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_1791,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_1874,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Conchiformibius,NA
ASV_198,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_447,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_694,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_1351,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_1364,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_1584,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_1815,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_1985,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_2077,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_2081,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_2159,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_2174,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_2216,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_2245,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,NA
ASV_451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,kingae
ASV_301,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,oralis
ASV_306,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_692,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_808,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_827,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_1124,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_1303,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_1413,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_1455,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_1467,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_1540,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_1619,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_1631,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_1907,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_1955,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_2038,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_2158,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,NA
ASV_155,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,flavescens
ASV_16,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,meningitidis
ASV_256,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,meningitidis
ASV_619,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,meningitidis
ASV_171,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,mucosa
ASV_202,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,mucosa
ASV_79,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,oralis
ASV_106,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,oralis
ASV_100,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,perflava
ASV_263,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,sicca
ASV_72,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,subflava
ASV_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_6,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_17,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_93,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_98,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_125,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_132,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_134,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_136,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_199,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_217,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_270,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_281,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_292,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_294,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_295,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_323,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_344,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_374,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_375,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_384,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_385,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_396,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_402,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_407,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_413,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_434,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_495,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_520,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_523,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_598,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_615,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_618,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_623,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_625,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_631,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_641,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_647,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_664,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_711,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_783,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_802,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_828,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_869,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_967,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_991,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_1080,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_1117,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_1123,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_1161,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_1173,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_1328,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_1469,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV_52,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_52,NA
ASV_260,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_260,NA
ASV_329,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_329,NA
ASV_586,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_586,NA
ASV_716,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_716,NA
ASV_733,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_733,NA
ASV_767,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_767,NA
ASV_791,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_791,NA
ASV_803,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_803,NA
ASV_884,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_884,NA
ASV_894,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_894,NA
ASV_897,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_897,NA
ASV_998,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_998,NA
ASV_1172,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_1172,NA
ASV_1206,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_1206,NA
ASV_1401,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_1401,NA
ASV_1440,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_1440,NA
ASV_1542,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_1542,NA
ASV_1674,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_1674,NA
ASV_1829,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_1829,NA
ASV_1961,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_1961,NA
ASV_2007,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_2007,NA
ASV_2048,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_2048,NA
ASV_2110,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_2110,NA
ASV_2139,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_2139,NA
ASV_2161,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_2161,NA
ASV_2218,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_2218,NA
ASV_2262,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_2262,NA
ASV_2269,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_2269,NA
ASV_2270,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_2270,NA
ASV_2287,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,ASV_2287,NA
ASV_1836,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,ASV_1836,ASV_1836,NA
ASV_268,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,hominis
ASV_1260,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,valvarum
ASV_773,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,NA
ASV_1081,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,NA
ASV_1592,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,NA
ASV_1665,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,NA
ASV_1667,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,NA
ASV_1887,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,NA
ASV_1996,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,NA
ASV_2149,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,NA
ASV_644,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,ASV_644,NA
ASV_844,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,ASV_844,NA
ASV_854,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,ASV_854,NA
ASV_1870,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,ASV_1870,NA
ASV_2030,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,ASV_2030,NA
ASV_51,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,NA
ASV_1854,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,NA
ASV_916,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,ASV_916,NA
ASV_1235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,ASV_1235,NA
ASV_2013,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,ASV_2013,NA
ASV_2058,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,ASV_2058,NA
ASV_659,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA
ASV_1330,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA
ASV_1281,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,ASV_1281,NA
ASV_1160,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,NA
ASV_1980,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,NA
